INDEX	PLAYER	TEAM	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF	POSITION	YEAR	BB	IBB	HBP	SO	GDP	SLG	OBP	OPS	MH	RISP	PH-BA	XBH	GO	AO	GO/AO	GW/RBI	BB/K	P/PA	ISOP	XR	GPA
3	홍성흔	롯데	0.292	113	443	390	48	114	20	0	15	179	74	1	3	Outfielder	2012	47	3	2	83	10	0.459	0.369	0.828	29	0.297	0.5	35	110	85	1.29	0	0.57	3.94	0.167	63	0.281
4	전준우	롯데	0.253	122	520	459	63	116	22	4	7	167	38	6	3	Outfielder	2012	45	0	7	103	16	0.364	0.327	0.691	26	0.24	0	33	139	104	1.34	0	0.44	3.94	0.111	54.2	0.238
5	이승화	롯데	0.214	65	101	84	12	18	2	0	1	23	5	5	0	Outfielder	2012	12	0	0	21	0	0.274	0.313	0.587	0	0.25	0.154	3	30	15	2	0	0.57	3.8	0.06	8.1	0.209
6	김문호	롯데	0.203	56	95	79	10	16	3	0	0	19	2	2	0	Outfielder	2012	11	1	3	22	1	0.241	0.323	0.564	1	0.2	0.222	3	25	16	1.56	0	0.5	3.74	0.038	6.4	0.206
7	황성용	롯데	0.172	73	66	58	11	10	0	0	0	10	6	2	0	Outfielder	2012	5	0	1	17	2	0.172	0.25	0.422	0	0.316	0.143	0	22	9	2.44	0	0.29	4.32	0	2.1	0.156
8	이인구	롯데	0.167	7	12	12	1	2	0	0	0	2	0	0	0	Outfielder	2012	0	0	0	4	0	0.167	0.167	0.334	0	0.25	0	0	2	4	0.5	0	0	3.67	0	0.1	0.117
9	정보명	롯데	0.161	18	34	31	2	5	0	0	0	5	2	0	0	Outfielder	2012	3	0	0	9	0	0.161	0.235	0.396	0	0.125	0.222	0	7	10	0.7	0	0.33	3.74	0	1.1	0.146
1	진갑용	삼성	0.307	114	349	313	27	96	15	1	6	131	57	10	2	Catcher	2012	17	1	7	46	6	0.419	0.354	0.773	27	0.413	0.071	22	86	87	0.99	0	0.37	3.86	0.112	44.6	0.264
2	이지영	삼성	0.304	54	145	135	10	41	3	0	0	44	13	2	0	Catcher	2012	4	0	4	16	4	0.326	0.343	0.669	8	0.342	0.273	3	43	35	1.23	0	0.25	2.97	0.022	13.9	0.236
3	이정식	삼성	0.151	46	64	53	4	8	0	0	0	8	1	3	0	Catcher	2012	7	0	1	19	0	0.151	0.262	0.413	1	0.067	0	0	16	10	1.6	0	0.37	4.17	0	2.3	0.156
4	김동명	삼성	0	1	2	1	0	0	0	0	0	0	0	0	0	Catcher	2012	1	0	0	0	0	0	0.5	0.5	0	0	0	0	1	0	-	0	-	3.5	0	0.3	0.225
4	채상병	삼성	0	10	7	7	0	0	0	0	0	0	0	0	0	Catcher	2012	0	0	0	1	1	0	0	0	0	0	0	0	2	4	0.5	0	0	3.14	0	-1	0
1	박석민	삼성	0.312	127	549	443	79	138	19	3	23	232	91	2	5	Infielder	2012	72	5	27	83	8	0.524	0.433	0.957	37	0.29	0	45	93	134	0.69	0	0.87	4.05	0.212	99.9	0.326
2	이승엽	삼성	0.307	126	556	488	84	150	28	2	21	245	85	1	4	Infielder	2012	59	4	4	101	10	0.502	0.384	0.886	42	0.327	0	51	112	129	0.87	0	0.58	3.83	0.195	90.7	0.298
3	조동찬	삼성	0.285	94	313	270	40	77	15	2	6	114	39	6	2	Infielder	2012	28	0	6	68	3	0.422	0.363	0.785	21	0.282	0	23	52	75	0.69	0	0.41	3.88	0.137	43.2	0.269
4	김상수	삼성	0.274	129	489	419	64	115	18	4	2	147	36	16	6	Infielder	2012	41	1	7	56	8	0.351	0.345	0.696	27	0.224	0	24	121	133	0.91	0	0.73	3.68	0.076	54.8	0.243
5	손주인	삼성	0.247	96	167	146	11	36	6	2	0	46	17	7	1	Infielder	2012	10	0	3	15	3	0.315	0.306	0.621	6	0.25	0.25	8	47	49	0.96	0	0.67	3.4	0.068	14.2	0.216
6	신명철	삼성	0.21	44	112	100	9	21	2	1	2	31	7	4	0	Infielder	2012	8	0	0	18	2	0.31	0.269	0.579	5	0.129	0.2	5	34	27	1.26	0	0.44	3.56	0.1	7.8	0.199
7	채태인	삼성	0.207	54	159	135	15	28	7	0	1	38	9	0	1	Infielder	2012	21	0	2	35	2	0.281	0.321	0.602	5	0.067	0.2	8	33	40	0.83	0	0.6	4.02	0.074	13.9	0.215
8	강명구	삼성	0.1	72	11	10	16	1	0	0	0	1	0	0	0	Infielder	2012	1	0	0	1	1	0.1	0.182	0.282	0	0	0	0	4	4	1	0	1	3.18	0	1.4	0.107
9	모상기	삼성	0.063	18	17	16	0	1	0	0	0	1	0	0	0	Infielder	2012	0	0	1	8	0	0.063	0.118	0.181	0	0	0.111	0	5	2	2.5	0	0	4.76	0	-0.6	0.069
10	김경모	삼성	0	9	4	4	2	0	0	0	0	0	0	0	0	Infielder	2012	0	0	0	1	0	0	0	0	0	0	0	0	3	0	-	0	0	4.75	0	-0.7	0
10	김영훈	삼성	-	2	0	0	0	0	0	0	0	0	0	0	0	Infielder	2012	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	0	-	-	-	0	0
10	성의준	삼성	0	2	2	2	0	0	0	0	0	0	0	0	0	Infielder	2012	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	-0.2	0
1	박한이	삼성	0.304	111	463	388	61	118	19	4	1	148	51	13	3	Outfielder	2012	58	3	1	72	8	0.381	0.393	0.774	35	0.291	0.6	24	122	79	1.54	0	0.81	3.85	0.077	58.7	0.272
2	최형우	삼성	0.271	125	531	461	51	125	27	1	14	196	77	0	10	Outfielder	2012	55	3	5	76	20	0.425	0.348	0.773	33	0.265	0	42	104	166	0.63	0	0.72	3.83	0.154	67.8	0.263
3	강봉규	삼성	0.255	102	274	235	30	60	10	1	6	90	38	3	6	Outfielder	2012	28	1	2	49	5	0.383	0.332	0.715	15	0.302	0.2	17	70	62	1.13	0	0.57	3.89	0.128	32.8	0.245
4	김종호	삼성	0.25	22	14	12	3	3	0	0	0	3	0	0	0	Outfielder	2012	1	0	1	3	0	0.25	0.357	0.607	0	0	0	0	3	3	1	0	0.33	3.21	0	1.5	0.223
5	배영섭	삼성	0.245	122	479	412	64	101	15	2	2	126	34	7	3	Outfielder	2012	48	0	9	69	4	0.306	0.335	0.641	28	0.26	0.143	19	133	112	1.19	0	0.7	3.91	0.061	50.4	0.227
6	정형식	삼성	0.237	118	325	274	44	65	11	3	4	94	19	12	3	Outfielder	2012	30	0	6	48	5	0.343	0.323	0.666	17	0.233	0.154	18	89	75	1.19	0	0.63	3.76	0.106	35.8	0.231
7	우동균	삼성	0.188	26	60	48	6	9	3	0	1	15	5	4	1	Outfielder	2012	7	1	0	12	1	0.313	0.286	0.599	1	0.143	0.222	4	12	16	0.75	0	0.58	3.88	0.125	5.1	0.207
8	김헌곤	삼성	0.111	10	18	18	1	2	1	0	0	3	3	0	0	Outfielder	2012	0	0	0	3	0	0.167	0.111	0.278	0	0.111	0	1	9	4	2.25	0	0	3.89	0.056	-0.2	0.092
9	손형준	삼성	0	3	3	3	1	0	0	0	0	0	0	0	0	Outfielder	2012	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	2.67	0	-0.3	0
1	최승환	한화	0.283	24	53	46	3	13	1	0	1	17	6	0	0	Catcher	2012	5	0	2	11	2	0.37	0.377	0.747	2	0.2	0.4	2	15	7	2.14	0	0.45	3.79	0.087	6.2	0.262
2	신경현	한화	0.181	76	171	149	10	27	0	0	0	27	9	5	2	Catcher	2012	13	0	2	25	4	0.181	0.253	0.434	3	0.159	0.333	0	52	47	1.11	0	0.52	3.77	0	7.1	0.159
3	정범모	한화	0.176	72	192	170	17	30	10	0	3	49	13	7	1	Catcher	2012	13	0	1	55	6	0.288	0.238	0.526	5	0.109	0	13	42	44	0.95	0	0.24	3.75	0.112	9.8	0.179
4	박노민	한화	0.171	19	47	41	1	7	1	0	0	8	2	0	0	Catcher	2012	6	0	0	13	1	0.195	0.277	0.472	1	0.2	0	1	11	10	1.1	0	0.46	3.94	0.024	2.2	0.173
5	이준수	한화	0.154	37	43	39	1	6	1	0	0	7	2	0	0	Catcher	2012	4	0	0	16	0	0.179	0.233	0.412	0	0.167	0.25	1	10	7	1.43	0	0.25	4.12	0.026	1.5	0.15
1	김태균	한화	0.363	126	513	416	61	151	24	0	16	223	80	0	5	Infielder	2012	81	8	11	69	11	0.536	0.474	1.01	43	0.379	0	40	93	108	0.86	0	1.17	3.96	0.173	100	0.347
2	이대수	한화	0.279	118	425	376	36	105	23	4	4	148	48	14	5	Infielder	2012	27	0	3	57	9	0.394	0.328	0.722	22	0.274	0.4	31	106	113	0.94	0	0.47	3.73	0.114	48.5	0.246
3	장성호	한화	0.263	130	501	429	57	113	28	0	9	168	52	1	2	Infielder	2012	67	1	2	63	11	0.392	0.364	0.756	29	0.24	0.273	37	117	138	0.85	0	1.06	4.28	0.128	61.7	0.262
4	오선진	한화	0.263	110	446	399	33	105	18	3	3	138	41	13	2	Infielder	2012	25	0	7	65	7	0.346	0.316	0.662	31	0.3	0	24	127	104	1.22	0	0.38	3.82	0.083	43.1	0.229
5	이여상	한화	0.236	86	211	182	18	43	7	0	3	59	19	12	0	Infielder	2012	15	0	2	40	5	0.324	0.302	0.626	8	0.227	0.28	10	51	48	1.06	0	0.38	3.92	0.088	18.1	0.217
6	백승룡	한화	0.231	33	62	52	3	12	1	0	0	13	3	1	0	Infielder	2012	6	0	3	20	0	0.25	0.344	0.594	2	0.5	0	1	13	7	1.86	0	0.3	3.9	0.019	6.1	0.217
7	한상훈	한화	0.224	112	344	272	41	61	11	1	3	83	29	17	1	Infielder	2012	49	1	5	58	8	0.305	0.352	0.657	12	0.257	0.083	15	99	55	1.8	0	0.84	3.99	0.081	31.9	0.235
8	이학준	한화	0.195	60	47	41	16	8	1	0	0	9	4	2	1	Infielder	2012	3	0	0	8	1	0.22	0.244	0.464	1	0.176	0	1	15	11	1.36	0	0.38	3.51	0.024	3.3	0.165
9	하주석	한화	0.173	70	141	127	10	22	1	0	1	26	4	5	0	Infielder	2012	9	0	0	50	2	0.205	0.228	0.433	4	0.143	0	2	42	13	3.23	0	0.18	3.87	0.031	5.5	0.154
10	한윤섭	한화	0.118	23	20	17	7	2	0	0	0	2	1	0	1	Infielder	2012	0	0	2	2	1	0.118	0.2	0.318	0	0	0	0	8	6	1.33	0	0	2.85	0	0.7	0.12
11	임익준	한화	0	10	5	5	1	0	0	0	0	0	0	0	0	Infielder	2012	0	0	0	2	0	0	0	0	0	0	0	0	2	1	2	0	0	2.4	0	-0.3	0
11	전현태	한화	0	2	6	4	1	0	0	0	0	0	0	1	0	Infielder	2012	1	0	0	1	0	0	0.2	0.2	0	0	0	0	0	3	0	0	1	4.67	0	0.2	0.09
11	정원석	한화	0	7	5	2	1	0	0	0	0	0	0	0	0	Infielder	2012	3	0	0	2	0	0	0.6	0.6	0	0	0	0	0	0	-	0	1.5	5	0	0.8	0.27
1	고동진	한화	0.27	110	334	281	32	76	12	0	3	97	29	10	0	Outfielder	2012	38	1	5	48	10	0.345	0.367	0.712	20	0.333	0.5	15	89	68	1.31	0	0.79	3.88	0.075	34.4	0.251
2	강동우	한화	0.253	76	290	257	35	65	16	1	2	89	22	5	2	Outfielder	2012	26	0	0	21	5	0.346	0.319	0.665	16	0.284	0.2	19	93	80	1.16	0	1.24	3.75	0.093	28.5	0.23
3	최진행	한화	0.248	120	471	395	59	98	26	0	17	175	55	0	4	Outfielder	2012	66	3	6	109	11	0.443	0.361	0.804	25	0.24	0	43	92	100	0.92	0	0.61	4.24	0.195	64.8	0.273
4	김경언	한화	0.243	110	313	268	25	65	14	2	4	95	31	4	1	Outfielder	2012	39	2	1	73	1	0.354	0.34	0.694	15	0.259	0.235	20	79	52	1.52	0	0.53	4.39	0.112	35.1	0.242
5	이양기	한화	0.224	35	54	49	8	11	2	0	0	13	6	0	0	Outfielder	2012	2	0	3	11	1	0.265	0.296	0.561	3	0.25	0.211	2	10	17	0.59	0	0.18	3.35	0.041	3.8	0.199
6	오재필	한화	0.214	46	83	70	10	15	1	0	1	19	5	3	0	Outfielder	2012	9	0	1	26	0	0.271	0.313	0.584	2	0.211	0.222	2	10	19	0.53	0	0.35	3.88	0.057	7.8	0.209
7	양성우	한화	0.195	45	103	87	12	17	3	0	0	20	3	0	0	Outfielder	2012	15	0	1	27	1	0.23	0.32	0.55	2	0.13	0.375	3	30	13	2.31	0	0.56	4.18	0.034	8.5	0.202
8	연경흠	한화	0.177	42	71	62	3	11	2	0	1	16	5	0	0	Outfielder	2012	9	1	0	16	2	0.258	0.282	0.54	1	0.118	0.294	3	15	20	0.75	0	0.56	4.11	0.081	4.4	0.191
9	추승우	한화	0.173	18	59	52	4	9	5	1	0	16	8	0	0	Outfielder	2012	6	0	1	11	1	0.308	0.271	0.579	1	0.278	0	6	21	11	1.91	0	0.55	3.63	0.135	4.7	0.199
10	오준혁	한화	0.133	10	16	15	1	2	0	0	0	2	2	0	0	Outfielder	2012	0	0	1	3	1	0.133	0.188	0.321	0	0.25	0	0	5	5	1	0	0	3.44	0	-0.2	0.118
11	이상훈	한화	0.12	17	28	25	3	3	0	0	0	3	0	0	0	Outfielder	2012	1	0	2	3	1	0.12	0.214	0.334	0	0	0.333	0	13	6	2.17	0	0.33	4	0	0.3	0.126
1	한성구	KIA	0.367	17	33	30	1	11	4	0	0	15	4	1	0	Catcher	2012	2	0	0	7	0	0.5	0.406	0.906	3	0.625	0.091	4	5	7	0.71	0	0.29	4	0.133	5.3	0.308
2	차일목	KIA	0.256	88	251	207	25	53	5	0	0	58	15	10	2	Catcher	2012	29	0	3	34	12	0.28	0.353	0.633	13	0.163	0.167	5	69	53	1.3	0	0.85	3.75	0.024	20.8	0.229
3	김상훈	KIA	0.172	80	192	163	11	28	5	0	2	39	20	9	0	Catcher	2012	18	1	2	39	5	0.239	0.262	0.501	2	0.261	0.333	7	53	43	1.23	0	0.46	3.81	0.067	9.7	0.178
4	송산	KIA	0.163	39	90	80	6	13	2	0	0	15	11	4	0	Catcher	2012	5	0	1	25	5	0.188	0.221	0.409	0	0.269	0.222	2	28	14	2	0	0.2	4.07	0.025	1.1	0.146
5	이성우	KIA	0	16	9	8	1	0	0	0	0	0	1	0	0	Catcher	2012	1	0	0	2	1	0	0.111	0.111	0	0	0	0	3	3	1	0	0.5	3.22	0	-0.8	0.05
1	이범호	KIA	0.293	42	171	140	13	41	7	0	2	54	19	0	3	Infielder	2012	27	2	1	23	3	0.386	0.404	0.79	13	0.275	0	9	37	42	0.88	0	1.17	3.87	0.093	24.3	0.278
2	안치홍	KIA	0.288	132	558	489	60	141	31	2	3	185	64	14	7	Infielder	2012	42	4	6	74	12	0.378	0.347	0.725	41	0.364	0	36	131	150	0.87	0	0.57	3.69	0.09	66.6	0.251
3	김선빈	KIA	0.281	126	532	441	63	124	19	2	5	162	55	25	6	Infielder	2012	58	0	2	48	9	0.367	0.363	0.73	30	0.331	0.667	26	141	134	1.05	0	1.21	3.71	0.086	64.9	0.255
4	윤완주	KIA	0.267	68	101	90	17	24	2	0	0	26	6	3	0	Infielder	2012	6	0	2	22	2	0.289	0.327	0.616	6	0.269	0.25	2	29	15	1.93	0	0.27	3.67	0.022	8.4	0.219
5	박기남	KIA	0.253	99	274	225	28	57	16	0	2	79	25	13	4	Infielder	2012	27	0	5	34	1	0.351	0.341	0.692	13	0.245	0	18	66	72	0.92	0	0.79	3.79	0.098	31.2	0.241
6	최희섭	KIA	0.252	80	301	246	31	62	17	0	7	100	42	0	3	Infielder	2012	50	5	2	53	9	0.407	0.379	0.786	17	0.264	0.125	24	64	70	0.91	0	0.94	4.05	0.154	39.2	0.272
7	이현곤	KIA	0.2	6	6	5	0	1	0	0	0	1	0	0	0	Infielder	2012	1	0	0	1	1	0.2	0.333	0.533	0	0	0	0	3	0	-	0	1	3.33	0	0.1	0.2
7	조영훈	KIA	0.2	89	262	230	30	46	7	1	6	73	36	5	3	Infielder	2012	23	0	1	64	1	0.317	0.272	0.589	13	0.246	0.063	14	50	73	0.68	0	0.36	3.98	0.117	22.3	0.202
9	홍재호	KIA	0.185	55	107	92	13	17	3	0	1	23	6	4	0	Infielder	2012	11	1	0	22	1	0.25	0.272	0.522	4	0.133	0	4	30	23	1.3	0	0.5	4.15	0.065	6.8	0.185
10	김주형	KIA	0.154	56	129	117	8	18	2	0	3	29	12	3	2	Infielder	2012	6	0	1	35	0	0.248	0.198	0.446	2	0.14	0.091	5	25	41	0.61	0	0.17	3.91	0.094	6.3	0.151
11	황정립	KIA	0.149	18	57	47	4	7	0	0	1	10	5	0	0	Infielder	2012	10	0	0	15	0	0.213	0.298	0.511	1	0.2	0.333	1	15	10	1.5	0	0.67	4.32	0.064	4.1	0.187
12	정상교	KIA	0	5	1	1	0	0	0	0	0	0	0	0	0	Infielder	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-	3	0	-0.1	0
1	이종환	KIA	0.385	6	13	13	2	5	2	0	1	10	3	0	0	Outfielder	2012	0	0	0	3	0	0.769	0.385	1.154	0	0.2	0.5	3	3	2	1.5	0	0	3.23	0.385	3.1	0.366
2	김원섭	KIA	0.303	120	472	386	60	117	21	4	3	155	61	12	3	Outfielder	2012	69	1	2	54	12	0.402	0.409	0.811	33	0.295	0.4	28	119	99	1.2	0	1.28	4.24	0.098	64.8	0.285
3	이용규	KIA	0.283	125	580	491	86	139	14	2	2	163	37	10	3	Outfielder	2012	66	0	10	38	9	0.332	0.377	0.709	38	0.292	0	18	180	137	1.31	0	1.74	4.1	0.049	71.7	0.253
4	나지완	KIA	0.274	124	480	398	40	109	17	1	11	161	56	8	5	Outfielder	2012	56	4	13	93	9	0.405	0.377	0.782	29	0.264	0.125	29	83	118	0.7	0	0.6	3.96	0.131	64.6	0.271
5	김상현	KIA	0.259	32	126	116	17	30	9	0	4	51	17	1	0	Outfielder	2012	6	0	3	26	3	0.44	0.312	0.752	10	0.2	0	13	39	21	1.86	0	0.23	3.74	0.181	14.3	0.25
6	최훈락	KIA	0.25	25	35	28	5	7	1	0	0	8	1	0	1	Outfielder	2012	0	0	6	11	0	0.286	0.371	0.657	1	0	0.25	1	7	4	1.75	0	0	3.66	0.036	4.2	0.238
7	이준호	KIA	0.227	113	295	255	25	58	12	4	0	78	21	8	3	Outfielder	2012	29	0	0	48	5	0.306	0.303	0.609	14	0.225	0	16	75	77	0.97	0	0.6	3.75	0.078	24.6	0.213
8	신종길	KIA	0.157	44	92	83	10	13	2	2	1	22	2	3	1	Outfielder	2012	5	0	0	26	0	0.265	0.202	0.467	1	0.067	0.25	5	23	22	1.05	0	0.19	3.53	0.108	3.9	0.157
9	이호신	KIA	0.1	27	12	10	3	1	0	1	0	3	2	0	1	Outfielder	2012	1	0	0	4	0	0.3	0.167	0.467	0	0.333	0	1	2	4	0.5	0	0.25	4.25	0.2	1.1	0.15
1	윤요섭	LG	0.298	75	196	171	17	51	7	0	2	64	19	1	2	Catcher	2012	16	1	6	35	9	0.374	0.374	0.748	12	0.26	0.3	9	46	41	1.12	0	0.46	3.64	0.076	22.6	0.262
2	심광호	LG	0.205	43	82	73	4	15	3	0	0	18	6	4	1	Catcher	2012	3	0	1	19	1	0.247	0.244	0.491	1	0.091	0	3	19	21	0.9	0	0.16	3.23	0.041	4.2	0.172
3	김태군	LG	0.201	100	175	149	7	30	2	0	0	32	14	13	0	Catcher	2012	8	0	5	24	6	0.215	0.265	0.48	6	0.204	0	2	67	28	2.39	0	0.33	3.62	0.013	7.3	0.173
4	조윤준	LG	0.196	23	47	46	2	9	1	0	0	10	4	1	0	Catcher	2012	0	0	0	12	1	0.217	0.196	0.413	1	0.2	0	1	15	10	1.5	0	0	3.74	0.022	1	0.142
5	유강남	LG	0.125	13	28	24	1	3	0	0	0	3	1	2	1	Catcher	2012	0	0	1	5	0	0.125	0.154	0.279	0	0	0	0	7	10	0.7	0	0	3.57	0	0.4	0.101
1	이병규	LG	0.318	69	270	223	23	71	17	0	2	94	21	1	0	Infielder	2012	43	0	3	54	2	0.422	0.435	0.857	22	0.204	0.429	19	56	42	1.33	0	0.8	4.34	0.103	42.4	0.301
2	정성훈	LG	0.31	107	438	365	50	113	27	3	12	182	53	2	5	Infielder	2012	65	2	1	62	13	0.499	0.411	0.91	30	0.279	0.4	42	99	96	1.03	0	1.05	3.99	0.189	71.1	0.31
3	최동수	LG	0.278	94	287	252	20	70	8	0	1	81	37	1	5	Infielder	2012	26	3	3	29	6	0.321	0.346	0.667	16	0.317	0.217	9	85	73	1.16	0	0.9	3.38	0.044	30	0.236
4	오지환	LG	0.249	133	540	462	66	115	22	2	12	177	53	9	8	Infielder	2012	55	4	6	122	6	0.383	0.331	0.714	29	0.195	0	36	117	116	1.01	0	0.45	3.93	0.134	63.6	0.245
5	김용의	LG	0.247	83	219	194	22	48	4	0	2	58	21	5	3	Infielder	2012	17	1	0	50	1	0.299	0.304	0.603	9	0.314	0.214	6	57	42	1.36	0	0.34	3.74	0.052	19.5	0.212
6	최영진	LG	0.241	43	87	79	9	19	4	0	0	23	7	2	1	Infielder	2012	3	0	2	11	1	0.291	0.282	0.573	2	0.263	0.6	4	25	25	1	0	0.27	3.37	0.051	6.7	0.2
7	김태완	LG	0.22	58	168	141	16	31	5	0	2	42	14	7	1	Infielder	2012	17	0	2	21	4	0.298	0.311	0.609	6	0.15	0	7	44	46	0.96	0	0.81	3.77	0.078	13.7	0.214
8	김일경	LG	0.22	44	94	82	10	18	2	0	1	23	12	3	0	Infielder	2012	9	0	0	18	2	0.28	0.297	0.577	3	0.2	0	3	26	20	1.3	0	0.5	3.77	0.061	7.3	0.204
9	서동욱	LG	0.216	103	324	273	32	59	9	3	0	74	17	10	2	Infielder	2012	32	1	7	78	7	0.271	0.312	0.583	10	0.147	0.083	12	59	79	0.75	0	0.41	4.04	0.055	24.8	0.208
10	김재율	LG	0.083	19	41	36	3	3	0	0	1	6	5	0	1	Infielder	2012	4	0	0	10	1	0.167	0.171	0.338	0	0.154	0	1	10	14	0.71	0	0.4	4.22	0.083	0.8	0.119
10	윤진호	LG	0.083	22	13	12	3	1	0	0	0	1	0	0	0	Infielder	2012	1	0	0	4	0	0.083	0.154	0.237	0	0	0	0	2	5	0.4	0	0.25	4.15	0	-0.3	0.09
12	김영관	LG	0.077	6	14	13	0	1	0	0	0	1	2	0	0	Infielder	2012	1	0	0	3	0	0.077	0.143	0.22	0	0.25	0	0	4	5	0.8	0	0.33	3.07	0	-0.1	0.084
1	이진영	LG	0.307	105	412	365	39	112	18	0	4	142	55	0	2	Outfielder	2012	44	2	1	41	8	0.389	0.381	0.77	31	0.336	0.286	22	122	92	1.33	0	1.07	3.52	0.082	53.6	0.269
2	박용택	LG	0.305	127	556	499	82	152	34	3	11	225	76	1	7	Outfielder	2012	42	1	7	66	9	0.451	0.362	0.813	45	0.416	1	48	157	131	1.2	0	0.64	3.57	0.146	82.4	0.276
3	이병규	LG	0.3	118	455	420	52	126	25	1	5	168	41	5	6	Outfielder	2012	22	1	2	58	18	0.4	0.333	0.733	34	0.23	0.231	31	140	102	1.37	0	0.38	3.5	0.1	49.3	0.25
4	정의윤	LG	0.283	81	256	233	19	66	18	1	2	92	27	3	4	Outfielder	2012	13	1	3	34	4	0.395	0.324	0.719	16	0.279	0.214	21	56	81	0.69	0	0.38	3.55	0.112	29.3	0.245
5	이천웅	LG	0.214	6	18	14	2	3	0	0	1	6	2	0	0	Outfielder	2012	3	0	1	4	0	0.429	0.389	0.818	1	0.333	0	1	2	5	0.4	0	0.75	3.94	0.214	3.1	0.282
6	양영동	LG	0.197	72	82	71	23	14	2	1	0	18	4	3	0	Outfielder	2012	7	0	1	14	1	0.254	0.278	0.532	1	0.174	0.25	3	25	18	1.39	0	0.5	3.89	0.056	7.4	0.189
7	이대형	LG	0.178	101	291	258	32	46	4	4	1	61	19	6	1	Outfielder	2012	25	2	1	53	5	0.236	0.253	0.489	10	0.264	0.143	9	108	52	2.08	0	0.47	3.8	0.058	18.4	0.173
8	정주현	LG	0.174	18	25	23	5	4	0	0	0	4	1	0	0	Outfielder	2012	2	0	0	9	0	0.174	0.24	0.414	2	0	0	0	5	5	1	0	0.22	3.68	0	1.3	0.152
9	황선일	LG	0.125	3	8	8	0	1	0	0	0	1	1	0	0	Outfielder	2012	0	0	0	0	0	0.125	0.125	0.25	0	0	0	0	4	3	1.33	0	-	3.13	0	-0.1	0.088
10	윤정우	LG	0.095	29	21	21	4	2	0	0	0	2	0	0	0	Outfielder	2012	0	0	0	7	1	0.095	0.095	0.19	0	0	0	0	8	4	2	0	0	3.33	0	-0.7	0.067
11	이민재	LG	0.071	7	14	14	0	1	0	0	0	1	0	0	0	Outfielder	2012	0	0	0	4	0	0.071	0.071	0.142	0	0	0	0	3	6	0.5	0	0	3.86	0	-0.7	0.05
12	서상우	LG	0	6	10	9	0	0	0	0	0	0	0	1	0	Outfielder	2012	0	0	0	5	1	0	0	0	0	0	0	0	2	2	1	0	0	4.8	0	-1.2	0
12	손인호	LG	0	4	8	8	0	0	0	0	0	0	0	0	0	Outfielder	2012	0	0	0	4	0	0	0	0	0	0	0	0	1	3	0.33	0	0	4.13	0	-0.8	0
1	이재원	SK	0.321	16	33	28	3	9	0	0	2	15	7	0	0	Catcher	2012	4	0	1	4	1	0.536	0.424	0.96	1	0.333	0.286	2	5	10	0.5	0	1	4.24	0.214	6	0.325
2	조인성	SK	0.271	104	307	284	32	77	13	0	9	117	40	3	2	Catcher	2012	16	1	2	60	5	0.412	0.313	0.725	19	0.253	0.111	22	74	75	0.99	0	0.27	3.67	0.141	35.4	0.244
3	정상호	SK	0.216	78	206	176	13	38	12	0	4	62	24	8	3	Catcher	2012	15	1	4	61	3	0.352	0.288	0.64	6	0.217	0	16	42	38	1.11	0	0.25	4.06	0.136	18.5	0.218
4	박경완	SK	0.1	8	23	20	0	2	0	0	0	2	0	2	0	Catcher	2012	1	0	0	6	2	0.1	0.143	0.243	1	0	0	0	4	8	0.5	0	0.17	3.52	0	-1	0.089
1	홍명찬	SK	0.4	5	5	5	0	2	0	0	0	2	1	0	0	Infielder	2012	0	0	0	1	0	0.4	0.4	0.8	0	0.5	0	0	2	0	-	0	0	5.4	0	0.7	0.28
2	이호준	SK	0.3	127	504	426	55	128	26	0	18	208	78	0	1	Infielder	2012	72	5	5	90	10	0.488	0.407	0.895	35	0.306	0	44	105	104	1.01	0	0.8	3.95	0.188	81.1	0.305
3	최정	SK	0.3	130	553	474	85	142	33	1	26	255	84	3	6	Infielder	2012	49	7	21	98	8	0.538	0.385	0.923	36	0.29	0	60	78	162	0.48	0	0.5	3.73	0.238	96.2	0.308
4	안정광	SK	0.267	6	16	15	1	4	1	0	0	5	0	0	0	Infielder	2012	1	0	0	4	0	0.333	0.313	0.646	1	0	0	1	1	6	0.17	0	0.25	3.94	0.067	1.2	0.224
5	정근우	SK	0.266	127	534	467	53	124	13	4	8	169	46	12	2	Infielder	2012	47	3	6	33	10	0.362	0.339	0.701	31	0.295	0.4	25	184	128	1.44	0	1.42	3.48	0.096	58.8	0.243
6	박정권	SK	0.255	122	472	416	61	106	18	1	12	162	59	6	3	Infielder	2012	43	2	4	80	7	0.389	0.328	0.717	28	0.252	0.5	31	108	125	0.86	0	0.54	3.62	0.135	53.6	0.245
7	모창민	SK	0.25	15	36	32	7	8	2	0	1	13	2	2	0	Infielder	2012	2	0	0	7	0	0.406	0.294	0.7	0	0.143	0.333	3	10	7	1.43	0	0.29	4.06	0.156	4	0.234
8	김성현	SK	0.239	88	191	163	28	39	8	3	2	59	14	11	0	Infielder	2012	12	0	5	26	2	0.362	0.311	0.673	7	0.209	0.125	13	45	53	0.85	0	0.46	3.48	0.123	19.3	0.23
