INDEX	PLAYER	TEAM	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF	POSITION	YEAR	BB	IBB	HBP	SO	GDP	SLG	OBP	OPS	MH	RISP	PH-BA	XBH	GO	AO	GO/AO	GW/RBI	BB/K	P/PA	ISOP	XR	GPA
8	최선호	삼성	0.167	33	44	42	8	7	1	0	0	8	1	2	0	Outfielder	2015	0	0	0	13	0	0.19	0.167	0.357	2	0.091	0	1	9	13	0.69	0	0	3.34	0.024	0.9	0.123
9	강봉규	삼성	0	5	8	6	0	0	0	0	0	0	0	0	0	Outfielder	2015	1	0	1	3	0	0	0.25	0.25	0	0	0	0	2	1	2	0	0.33	3.25	0	0.1	0.113
9	이상훈	삼성	0	4	8	7	0	0	0	0	0	0	0	1	0	Outfielder	2015	0	0	0	2	0	0	0	0	0	0	0	0	3	2	1.5	0	0	3.88	0	-0.6	0
9	최민구	삼성	-	6	1	0	1	0	0	0	0	0	1	0	1	Outfielder	2015	0	0	0	0	0	-	0	0	0	0	0	0	0	1	0	0	-	5	-	0.4	0
1	박노민	한화	0.333	23	26	24	1	8	0	0	0	8	4	0	0	Catcher	2015	2	0	0	11	0	0.333	0.385	0.718	0	0.25	0.333	0	5	0	-	0	0.18	4.15	0	3.2	0.257
2	지성준	한화	0.25	9	12	12	1	3	1	0	0	4	0	0	0	Catcher	2015	0	0	0	5	0	0.333	0.25	0.583	0	0	0	1	2	2	1	0	0	4.17	0.083	0.9	0.196
3	조인성	한화	0.232	106	310	276	33	64	11	0	11	108	44	11	1	Catcher	2015	16	0	6	89	5	0.391	0.288	0.679	13	0.244	0	22	68	56	1.21	1	0.18	3.52	0.159	31.4	0.227
4	허도환	한화	0.176	61	106	91	8	16	7	0	1	26	6	3	0	Catcher	2015	7	0	5	29	3	0.286	0.272	0.558	2	0.16	0	8	26	20	1.3	0	0.24	4	0.11	6.6	0.194
5	정범모	한화	0.135	51	114	96	3	13	2	0	0	15	10	7	1	Catcher	2015	9	0	1	23	0	0.156	0.215	0.371	2	0.167	0.2	2	35	26	1.35	1	0.39	3.47	0.021	2.9	0.136
1	이창열	한화	0.5	5	2	2	0	1	1	0	0	2	1	0	0	Infielder	2015	0	0	0	0	0	1	0.5	1.5	0	1	0.5	1	0	1	0	0	-	5.5	0.5	0.6	0.475
2	정근우	한화	0.316	126	552	468	99	148	30	2	12	218	66	13	2	Infielder	2015	61	1	8	66	14	0.466	0.403	0.869	48	0.307	0	44	158	98	1.61	13	0.92	3.59	0.15	84.9	0.298
3	김태균	한화	0.316	133	524	408	61	129	28	0	21	220	104	1	5	Infielder	2015	98	12	12	80	19	0.539	0.457	0.996	30	0.353	0.333	49	120	84	1.43	11	1.23	4.24	0.223	96.1	0.34
4	하주석	한화	0.3	4	11	10	3	3	0	0	0	3	1	0	0	Infielder	2015	1	0	0	4	0	0.3	0.364	0.664	1	0.5	0	0	2	1	2	0	0.25	3.73	0	1.2	0.239
5	이시찬	한화	0.281	34	72	64	7	18	1	0	0	19	6	1	2	Infielder	2015	4	0	1	12	3	0.297	0.324	0.621	5	0.3	0.083	1	19	17	1.12	0	0.33	3.94	0.016	6.2	0.22
6	강경학	한화	0.257	120	376	311	50	80	7	4	2	101	27	17	3	Infielder	2015	40	1	5	58	3	0.325	0.348	0.673	20	0.233	0.143	13	103	73	1.41	3	0.69	4.08	0.068	40	0.238
7	송광민	한화	0.243	12	41	37	2	9	2	0	0	11	1	1	0	Infielder	2015	2	0	1	11	1	0.297	0.3	0.597	2	0.125	0	2	12	5	2.4	0	0.18	3.61	0.054	3	0.209
8	한상훈	한화	0.23	35	75	61	7	14	4	0	0	18	8	5	0	Infielder	2015	8	0	1	18	1	0.295	0.329	0.624	1	0.333	0.267	4	19	10	1.9	0	0.44	3.97	0.066	5.4	0.222
9	신성현	한화	0.225	64	117	102	17	23	3	0	4	38	17	2	0	Infielder	2015	13	0	0	44	0	0.373	0.313	0.686	4	0.314	0.308	7	20	15	1.33	3	0.3	3.97	0.147	13	0.234
10	권용관	한화	0.22	116	341	296	32	65	8	1	5	90	22	17	1	Infielder	2015	18	2	9	86	4	0.304	0.284	0.588	12	0.187	0	14	77	69	1.12	1	0.21	4.04	0.084	25.2	0.204
11	주현상	한화	0.21	103	246	214	18	45	7	0	0	52	12	6	2	Infielder	2015	21	0	3	46	5	0.243	0.288	0.531	13	0.208	0.286	7	65	60	1.08	1	0.46	3.87	0.033	16.1	0.19
12	김회성	한화	0.209	83	268	225	36	47	10	2	16	109	35	3	2	Infielder	2015	28	0	10	58	4	0.484	0.321	0.805	10	0.128	0.182	28	44	78	0.56	1	0.48	4.19	0.276	36.7	0.265
13	임익준	한화	0	4	3	2	1	0	0	0	0	0	1	0	1	Infielder	2015	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	-	5.67	0	0.2	0
13	조정원	한화	0	2	1	1	0	0	0	0	0	0	0	0	0	Infielder	2015	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-	5	0	-0.1	0
1	이용규	한화	0.341	124	585	493	94	168	15	7	4	209	42	11	4	Outfielder	2015	68	5	9	45	4	0.424	0.427	0.851	49	0.35	0	26	177	107	1.65	3	1.51	3.98	0.083	93.2	0.298
2	김경언	한화	0.337	107	437	377	58	127	21	1	16	198	78	5	3	Outfielder	2015	50	3	2	89	9	0.525	0.414	0.939	40	0.323	0.25	38	96	68	1.41	10	0.56	4.13	0.188	75.1	0.318
3	정현석	한화	0.31	43	133	116	20	36	6	0	1	45	12	2	0	Outfielder	2015	13	1	2	24	3	0.388	0.389	0.777	10	0.31	0.167	7	31	25	1.24	1	0.54	3.92	0.078	16.8	0.272
4	최진행	한화	0.291	109	410	333	55	97	17	0	18	168	64	5	3	Outfielder	2015	65	6	4	101	9	0.505	0.41	0.915	26	0.281	0.167	35	71	67	1.06	5	0.64	4.13	0.213	67.1	0.311
5	이종환	한화	0.29	44	106	100	14	29	4	0	0	33	12	0	0	Outfielder	2015	6	0	0	21	0	0.33	0.33	0.66	8	0.314	0.25	4	31	19	1.63	2	0.29	4.06	0.04	10.9	0.231
6	폭스	한화	0.278	38	121	108	16	30	4	0	7	55	25	0	2	Outfielder	2015	8	1	3	27	9	0.509	0.339	0.848	8	0.27	0.2	11	30	23	1.3	1	0.3	3.72	0.231	16.3	0.28
7	모건	한화	0.273	10	42	33	2	9	2	0	0	11	5	0	1	Outfielder	2015	4	0	4	8	1	0.333	0.405	0.738	2	0.214	0	2	11	6	1.83	1	0.5	3.93	0.061	5.3	0.266
8	장운호	한화	0.254	42	141	114	17	29	4	0	2	39	8	11	0	Outfielder	2015	10	0	6	27	4	0.342	0.346	0.688	6	0.133	0	6	30	28	1.07	0	0.37	3.43	0.088	14.1	0.241
9	이성열	한화	0.25	101	268	232	35	58	10	2	9	99	36	5	2	Outfielder	2015	20	1	9	87	5	0.427	0.331	0.758	11	0.322	0.364	21	47	42	1.12	4	0.23	3.92	0.177	33.1	0.256
10	김태완	한화	0.239	22	50	46	5	11	2	0	0	13	3	0	0	Outfielder	2015	2	0	2	16	1	0.283	0.3	0.583	3	0.059	0.167	2	10	9	1.11	0	0.13	4.04	0.043	3.7	0.206
11	송주호	한화	0.2	121	156	140	18	28	6	0	1	37	9	8	0	Outfielder	2015	7	0	1	36	1	0.264	0.243	0.507	6	0.2	0	7	45	31	1.45	1	0.19	3.49	0.064	9.3	0.175
12	황선일	한화	0.174	13	25	23	1	4	2	0	0	6	2	0	0	Outfielder	2015	1	0	1	6	1	0.261	0.24	0.501	1	0.222	0	2	6	7	0.86	0	0.17	3.6	0.087	1.2	0.173
13	고동진	한화	0.169	27	70	59	5	10	4	0	0	14	7	5	0	Outfielder	2015	2	0	4	13	3	0.237	0.246	0.483	1	0.308	0	4	21	15	1.4	0	0.15	3.44	0.068	2.5	0.17
14	채기영	한화	0	3	2	2	0	0	0	0	0	0	0	0	0	Outfielder	2015	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	-0.2	0
1	백용환	KIA	0.234	65	177	154	22	36	6	0	10	72	30	0	3	Catcher	2015	19	0	1	47	5	0.468	0.316	0.784	3	0.171	0.3	16	37	37	1	6	0.4	4.17	0.234	24	0.259
2	이성우	KIA	0.222	79	134	117	8	26	8	0	1	37	16	5	3	Catcher	2015	9	1	0	20	5	0.316	0.271	0.587	4	0.297	0	9	46	28	1.64	3	0.45	3.78	0.094	9.8	0.201
3	이홍구	KIA	0.216	112	246	222	25	48	10	1	12	96	39	5	0	Catcher	2015	12	1	7	64	3	0.432	0.278	0.71	9	0.217	0.121	23	47	63	0.75	7	0.19	3.53	0.216	27.5	0.233
4	차일목	KIA	0.174	11	25	23	0	4	0	0	0	4	2	0	0	Catcher	2015	2	0	0	4	1	0.174	0.24	0.414	0	0.091	0	0	8	7	1.14	0	0.5	3.88	0	0.6	0.152
1	필	KIA	0.325	143	591	536	81	174	35	1	22	277	101	0	9	Infielder	2015	43	6	3	74	12	0.517	0.372	0.889	55	0.333	0.5	58	139	158	0.88	15	0.58	3.56	0.192	96.1	0.297
2	황대인	KIA	0.273	22	44	44	3	12	2	0	2	20	7	0	0	Infielder	2015	0	0	0	18	3	0.455	0.273	0.728	2	0.273	0.231	4	8	6	1.33	0	0	2.91	0.182	4.2	0.237
3	이범호	KIA	0.27	138	514	437	60	118	25	0	28	227	79	0	4	Infielder	2015	57	1	16	91	16	0.519	0.372	0.891	29	0.245	0	53	99	133	0.74	7	0.63	4.02	0.249	80.9	0.297
4	김민우	KIA	0.26	90	315	269	28	70	16	1	6	106	34	21	3	Infielder	2015	21	0	1	75	3	0.394	0.313	0.707	18	0.254	0	23	62	65	0.95	5	0.28	4.12	0.134	35	0.239
5	최희섭	KIA	0.256	42	149	125	18	32	3	0	6	53	20	0	1	Infielder	2015	22	0	1	34	2	0.424	0.369	0.793	9	0.344	0.429	9	33	27	1.22	1	0.65	4.27	0.168	21.1	0.272
6	김주형	KIA	0.229	45	88	83	2	19	3	0	2	28	3	0	0	Infielder	2015	3	0	2	22	3	0.337	0.273	0.61	3	0.05	0.348	5	15	27	0.56	0	0.14	3.45	0.108	6.7	0.207
7	최용규	KIA	0.225	69	200	182	23	41	4	3	2	57	18	1	2	Infielder	2015	14	1	1	43	2	0.313	0.281	0.594	10	0.224	0.333	9	59	41	1.44	1	0.33	4.21	0.088	16.8	0.205
8	강한울	KIA	0.205	90	292	264	30	54	8	3	0	68	12	12	0	Infielder	2015	13	0	3	51	2	0.258	0.25	0.508	11	0.167	0.333	11	91	68	1.34	0	0.25	3.92	0.053	16.6	0.177
9	박기남	KIA	0.203	51	93	69	8	14	3	0	0	17	3	3	0	Infielder	2015	21	0	0	19	3	0.246	0.389	0.635	2	0.176	0.167	3	21	15	1.4	0	1.11	4.15	0.043	8.6	0.237
10	이인행	KIA	0.2	20	33	30	0	6	0	0	0	6	0	1	0	Infielder	2015	2	0	0	9	0	0.2	0.25	0.45	1	0	0.125	0	6	9	0.67	0	0.22	3.61	0	1.5	0.163
11	박찬호	KIA	0.182	69	150	137	13	25	5	1	0	32	6	4	0	Infielder	2015	9	0	0	37	2	0.234	0.233	0.467	3	0.148	0	6	46	29	1.59	0	0.24	4.07	0.051	6.5	0.163
12	윤완주	KIA	0.171	28	38	35	4	6	1	0	1	10	2	1	1	Infielder	2015	0	0	1	8	0	0.286	0.189	0.475	0	0	0.333	2	12	10	1.2	0	0	3.32	0.114	2.2	0.157
13	최병연	KIA	0.167	19	7	6	2	1	0	0	0	1	0	0	0	Infielder	2015	0	0	1	2	0	0.167	0.286	0.453	0	0	0	0	2	1	2	0	0	5.86	0	0.4	0.17
14	고영우	KIA	0.154	82	57	52	17	8	2	0	1	13	4	1	0	Infielder	2015	4	0	0	15	0	0.25	0.214	0.464	1	0.154	0	3	17	12	1.42	0	0.27	4.11	0.096	3	0.159
15	전현태	KIA	0	2	2	2	0	0	0	0	0	0	0	0	0	Infielder	2015	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-	0	0	5.5	0	-0.2	0
15	황수현	KIA	0	2	2	2	0	0	0	0	0	0	0	0	0	Infielder	2015	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	-0.2	0
1	김주찬	KIA	0.327	98	377	333	66	109	23	2	18	190	62	1	8	Outfielder	2015	23	3	12	58	10	0.571	0.383	0.954	36	0.294	0.222	43	79	95	0.83	7	0.4	3.79	0.243	68.7	0.315
2	김원섭	KIA	0.267	110	341	277	45	74	13	3	5	108	33	6	2	Outfielder	2015	53	0	3	46	5	0.39	0.388	0.778	16	0.308	0.059	21	80	79	1.01	3	1.15	4.37	0.123	45.6	0.272
3	신종길	KIA	0.262	99	348	313	56	82	13	4	5	118	28	4	0	Outfielder	2015	25	0	6	80	3	0.377	0.328	0.705	20	0.226	0.154	22	92	59	1.56	3	0.31	4.02	0.115	40.7	0.242
4	나지완	KIA	0.253	116	368	304	34	77	16	0	7	114	31	0	2	Outfielder	2015	46	3	16	79	10	0.375	0.378	0.753	23	0.198	0.133	23	66	84	0.79	1	0.58	4.23	0.122	45.6	0.264
5	김다원	KIA	0.245	108	274	245	31	60	9	0	5	84	30	0	2	Outfielder	2015	15	0	12	67	8	0.343	0.318	0.661	11	0.333	0.222	14	65	55	1.18	3	0.22	4.03	0.098	26.6	0.229
6	김호령	KIA	0.218	103	283	257	31	56	10	2	1	73	21	6	0	Outfielder	2015	15	0	5	83	2	0.284	0.274	0.558	10	0.353	0.667	13	67	51	1.31	1	0.18	3.92	0.066	21.1	0.194
7	오준혁	KIA	0.213	32	86	80	11	17	2	0	2	25	10	1	2	Outfielder	2015	2	0	1	22	4	0.313	0.235	0.548	3	0.267	0.111	4	26	17	1.53	0	0.09	3.42	0.1	5.2	0.184
8	이은총	KIA	0.171	11	38	35	3	6	1	0	0	7	3	1	0	Outfielder	2015	1	0	1	7	0	0.2	0.216	0.416	2	0.111	0	1	12	10	1.2	1	0.14	3.95	0.029	1.3	0.147
9	박준태	KIA	0.167	51	88	66	15	11	2	1	0	15	4	3	0	Outfielder	2015	13	0	6	20	0	0.227	0.353	0.58	2	0.125	0.333	3	18	17	1.06	0	0.65	3.99	0.061	8	0.216
10	이호신	KIA	0.14	54	62	50	9	7	1	0	0	8	3	3	1	Outfielder	2015	6	0	2	16	1	0.16	0.254	0.414	0	0.222	0	1	14	14	1	0	0.38	4.29	0.02	3.1	0.154
11	노수광	KIA	0.083	10	14	12	2	1	1	0	0	2	1	0	0	Outfielder	2015	2	0	0	7	0	0.167	0.214	0.381	0	0	0	1	2	2	1	0	0.29	4.79	0.083	0.4	0.138
1	장성우	KT	0.284	133	491	433	55	123	20	1	13	184	77	3	9	Catcher	2015	46	1	0	85	12	0.425	0.346	0.771	31	0.286	0	34	123	111	1.11	10	0.54	4	0.141	64.2	0.262
2	윤요섭	KT	0.264	74	159	148	17	39	4	0	9	70	28	2	2	Catcher	2015	6	0	1	39	5	0.473	0.293	0.766	5	0.256	0.25	13	39	33	1.18	1	0.15	3.62	0.209	19.7	0.25
3	윤도경	KT	0.25	4	4	4	0	1	0	0	0	1	1	0	0	Catcher	2015	0	0	0	1	0	0.25	0.25	0.5	0	0.5	0.25	0	1	1	1	0	0	4.25	0	0.2	0.175
4	김종민	KT	0.219	26	35	32	2	7	0	0	0	7	1	0	0	Catcher	2015	2	0	1	3	0	0.219	0.286	0.505	1	0.167	0.25	0	8	14	0.57	0	0.67	4.31	0	1.9	0.183
5	윤여운	KT	0	2	2	2	0	0	0	0	0	0	0	0	0	Catcher	2015	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-	0	0	3.5	0	-0.2	0
5	이해창	KT	0	5	4	3	0	0	0	0	0	0	0	0	0	Catcher	2015	0	0	1	2	0	0	0.25	0.25	0	0	0	0	1	0	-	0	0	2.5	0	0.1	0.113
1	김선민	KT	0.429	23	38	35	2	15	2	0	0	17	3	0	1	Infielder	2015	2	0	0	6	0	0.486	0.447	0.933	3	0.333	1	2	5	10	0.5	1	0.33	3.24	0.057	7.3	0.323
2	마르테	KT	0.348	115	487	425	85	148	32	1	20	242	89	0	8	Infielder	2015	51	7	2	60	19	0.569	0.414	0.983	44	0.305	0.5	53	88	137	0.64	7	0.85	3.57	0.221	88.3	0.329
3	댄블랙	KT	0.333	54	225	198	25	66	10	1	12	114	32	0	0	Infielder	2015	25	2	2	52	4	0.576	0.413	0.989	17	0.291	0	23	41	39	1.05	5	0.48	4	0.242	42.2	0.33
4	장성호	KT	0.309	49	114	94	11	29	4	0	1	36	16	0	1	Infielder	2015	17	0	2	15	3	0.383	0.421	0.804	5	0.419	0.55	5	31	20	1.55	0	1.13	4.38	0.074	16.3	0.285
5	박경수	KT	0.284	137	537	440	75	125	30	1	22	223	73	6	4	Infielder	2015	74	1	13	115	8	0.507	0.399	0.906	38	0.288	0.333	53	99	105	0.94	7	0.64	4.28	0.223	89.1	0.306
6	박기혁	KT	0.28	126	350	300	27	84	13	1	1	102	30	16	1	Infielder	2015	30	0	3	84	10	0.34	0.35	0.69	20	0.31	0	15	82	51	1.61	3	0.36	3.91	0.06	35.3	0.243
7	박용근	KT	0.263	27	86	76	7	20	6	0	0	26	4	3	0	Infielder	2015	7	0	0	15	4	0.342	0.325	0.667	5	0.286	0	6	28	13	2.15	0	0.47	3.67	0.079	7.4	0.232
8	모상기	KT	0.231	8	15	13	2	3	0	0	0	3	0	0	0	Infielder	2015	2	0	0	5	0	0.231	0.333	0.564	1	0.25	0	0	0	5	0	0	0.4	4	0	1.2	0.208
8	이지찬	KT	0.231	34	42	39	4	9	2	0	0	11	4	1	0	Infielder	2015	2	0	0	6	2	0.282	0.268	0.55	1	0.267	0.333	2	16	8	2	0	0.33	3.4	0.051	2.5	0.191
10	김영환	KT	0.229	37	49	48	4	11	0	0	1	14	7	0	0	Infielder	2015	1	0	0	11	0	0.292	0.245	0.537	2	0.455	0.1	1	14	12	1.17	0	0.09	3.2	0.063	3.5	0.183
11	조중근	KT	0.222	25	39	36	4	8	0	0	1	11	2	0	0	Infielder	2015	3	1	0	6	1	0.306	0.282	0.588	0	0.125	0.167	1	13	9	1.44	0	0.5	4.26	0.083	2.9	0.203
12	김태훈	KT	0.209	22	44	43	3	9	1	0	1	13	2	0	1	Infielder	2015	0	0	0	16	1	0.302	0.205	0.507	0	0.111	0.214	2	9	10	0.9	0	0	3.61	0.093	2.5	0.168
13	신명철	KT	0.209	89	168	134	12	28	2	2	2	40	18	6	1	Infielder	2015	27	2	0	37	5	0.299	0.34	0.639	4	0.214	0.278	6	44	26	1.69	0	0.73	4.42	0.09	15.5	0.228
14	김동명	KT	0.196	21	66	51	8	10	3	0	0	13	3	1	0	Infielder	2015	13	1	1	16	1	0.255	0.369	0.624	2	0.15	0.5	3	14	11	1.27	0	0.81	4.52	0.059	6	0.23
15	심우준	KT	0.169	106	146	142	16	24	7	0	1	34	14	2	0	Infielder	2015	2	0	0	35	4	0.239	0.181	0.42	3	0.19	0	8	44	39	1.13	1	0.06	3.45	0.07	3.1	0.141
16	문상철	KT	0.163	51	88	80	10	13	3	0	2	22	6	1	0	Infielder	2015	7	0	0	32	1	0.275	0.23	0.505	2	0.308	0.214	5	18	17	1.06	0	0.22	3.74	0.113	4.8	0.172
17	이창진	KT	0.158	13	20	19	1	3	1	0	0	4	0	0	0	Infielder	2015	1	0	0	6	0	0.211	0.2	0.411	0	0	0	1	4	6	0.67	0	0.17	3.4	0.053	0.6	0.143
1	이대형	KT	0.302	140	616	546	86	165	23	3	0	194	37	10	1	Outfielder	2015	53	0	6	92	5	0.355	0.37	0.725	44	0.29	0.667	26	236	54	4.37	2	0.58	3.77	0.053	76.6	0.255
2	김상현	KT	0.28	134	539	475	71	133	20	0	27	234	88	0	6	Outfielder	2015	50	4	8	115	21	0.493	0.354	0.847	37	0.25	0.667	47	140	93	1.51	3	0.43	4.02	0.213	77.5	0.283
3	김민혁	KT	0.276	82	179	156	21	43	2	3	0	51	10	7	0	Outfielder	2015	14	0	2	30	3	0.327	0.343	0.67	13	0.289	0.308	5	56	27	2.07	0	0.47	3.96	0.051	17.7	0.236
4	오정복	KT	0.259	66	278	239	34	62	11	1	5	90	29	2	1	Outfielder	2015	33	0	3	26	3	0.377	0.355	0.732	18	0.362	1	17	79	73	1.08	5	1.27	4.17	0.117	33.7	0.254
5	하준호	KT	0.258	80	279	248	33	64	10	0	6	92	26	2	1	Outfielder	2015	21	1	7	73	2	0.371	0.332	0.703	18	0.217	0.083	16	60	52	1.15	1	0.29	4.1	0.113	32.7	0.242
6	김사연	KT	0.254	72	248	228	31	58	7	1	7	88	27	3	0	Outfielder	2015	16	1	1	75	3	0.386	0.306	0.692	17	0.293	0	15	46	49	0.94	3	0.21	3.93	0.132	27.6	0.234
7	송민섭	KT	0.25	28	51	44	3	11	3	1	0	16	1	5	0	Outfielder	2015	2	0	0	13	2	0.364	0.283	0.647	1	0.125	0.143	4	8	12	0.67	0	0.15	3.12	0.114	3.9	0.218
8	김진곤	KT	0.212	67	87	85	11	18	1	0	0	19	6	1	0	Outfielder	2015	0	0	1	20	0	0.224	0.221	0.445	3	0.304	0.25	1	29	18	1.61	0	0	3.37	0.012	3.5	0.155
9	배병옥	KT	0.092	66	68	65	8	6	1	0	1	10	2	1	0	Outfielder	2015	1	0	1	23	1	0.154	0.119	0.273	0	0	0.111	2	17	19	0.89	0	0.04	3.69	0.062	-0.4	0.092
1	유강남	LG	0.272	126	313	279	26	76	11	1	8	113	37	7	1	Catcher	2015	19	0	7	55	10	0.405	0.333	0.738	18	0.244	0.167	20	68	81	0.84	4	0.35	3.74	0.133	35.6	0.251
2	최경철	LG	0.208	109	215	183	23	38	7	1	3	56	19	9	1	Catcher	2015	14	0	8	55	1	0.306	0.291	0.597	6	0.2	0	11	43	48	0.9	2	0.25	3.88	0.098	18.5	0.207
3	김재성	LG	0	9	7	6	0	0	0	0	0	0	0	0	0	Catcher	2015	1	0	0	2	0	0	0.143	0.143	0	0	0	0	3	1	3	0	0.5	5.14	0	-0.2	0.064
3	조윤준	LG	0	7	8	8	0	0	0	0	0	0	0	0	0	Catcher	2015	0	0	0	4	1	0	0	0	0	0	0	0	4	0	-	0	0	3.25	0	-1.1	0
1	양원혁	LG	0.5	3	2	2	2	1	0	0	0	1	1	0	0	Infielder	2015	0	0	0	0	0	0.5	0.5	1	0	0	1	0	1	0	-	0	-	3	0	0.4	0.35
2	강병의	LG	0.333	8	3	3	0	1	0	0	0	1	0	0	0	Infielder	2015	0	0	0	1	0	0.333	0.333	0.666	0	0	0	0	1	0	-	0	0	4	0	-0.1	0.233
3	한나한	LG	0.327	32	126	107	17	35	9	0	4	56	22	1	3	Infielder	2015	12	0	3	31	4	0.523	0.4	0.923	9	0.345	0	13	24	20	1.2	3	0.39	4.38	0.196	21.3	0.311
4	백창수	LG	0.323	25	36	31	4	10	4	0	0	14	0	2	0	Infielder	2015	3	0	0	3	0	0.452	0.382	0.834	2	0	0	4	8	10	0.8	0	1	3.39	0.129	5.1	0.285
5	히메네스	LG	0.312	70	299	279	37	87	17	2	11	141	46	0	4	Infielder	2015	12	1	4	48	4	0.505	0.344	0.849	23	0.238	0	30	40	108	0.37	2	0.25	3.73	0.194	47.1	0.281
6	정성훈	LG	0.284	117	440	363	47	103	16	1	9	148	45	6	4	Infielder	2015	54	5	13	65	9	0.408	0.392	0.8	27	0.294	0.615	26	106	93	1.14	5	0.83	3.97	0.124	61.2	0.278
7	오지환	LG	0.278	138	566	497	76	138	41	4	11	220	56	3	3	Infielder	2015	59	1	4	121	2	0.443	0.357	0.8	39	0.264	0	56	117	124	0.94	9	0.49	4.29	0.165	80.4	0.271
8	나성용	LG	0.274	40	79	73	7	20	2	0	3	31	9	0	0	Infielder	2015	4	0	2	29	2	0.425	0.329	0.754	6	0.25	0.273	5	11	13	0.85	0	0.14	3.94	0.151	9.6	0.254
9	황목치승	LG	0.268	24	74	71	13	19	3	1	0	24	8	0	1	Infielder	2015	2	0	0	10	2	0.338	0.284	0.622	4	0.273	0	4	25	18	1.39	2	0.2	3.62	0.07	6.6	0.212
10	양석환	LG	0.26	125	384	358	36	93	22	1	8	141	48	5	3	Infielder	2015	18	2	0	75	6	0.394	0.293	0.687	21	0.252	0.222	31	73	120	0.61	4	0.24	3.99	0.134	39.1	0.23
11	손주인	LG	0.246	98	279	244	27	60	9	0	0	69	14	12	1	Infielder	2015	20	0	2	41	6	0.283	0.307	0.59	14	0.203	0	9	51	93	0.55	1	0.49	3.9	0.037	20.5	0.209
12	장준원	LG	0.208	20	26	24	2	5	0	0	0	5	1	0	1	Infielder	2015	1	0	0	8	0	0.208	0.231	0.439	1	0	0	0	5	7	0.71	0	0.13	3.73	0	1.4	0.156
13	박지규	LG	0.205	102	189	171	22	35	8	1	0	45	12	4	1	Infielder	2015	10	0	3	49	1	0.263	0.259	0.522	8	0.17	0	9	49	39	1.26	2	0.2	4.07	0.058	11.7	0.182
14	박성준	LG	0.2	11	12	10	3	2	0	0	0	2	0	0	0	Infielder	2015	2	0	0	1	0	0.2	0.333	0.533	0	0.5	0	0	1	6	0.17	0	2	3.42	0	1	0.2
15	김영관	LG	0.143	20	21	21	2	3	0	0	1	6	2	0	0	Infielder	2015	0	0	0	9	1	0.286	0.143	0.429	0	0.125	0	1	7	2	3.5	0	0	3.81	0.143	0.4	0.136
16	윤진호	LG	0.083	30	13	12	3	1	0	0	0	1	1	1	0	Infielder	2015	0	0	0	3	0	0.083	0.083	0.166	0	0.333	0	0	4	4	1	0	0	4.08	0	-0.3	0.058
17	최승준	LG	0.077	8	31	26	0	2	0	0	0	2	1	0	1	Infielder	2015	4	0	0	7	0	0.077	0.194	0.271	0	0.111	0	0	7	11	0.64	0	0.57	4.35	0	0.5	0.107
18	김재율	LG	0	1	3	3	0	0	0	0	0	0	0	0	0	Infielder	2015	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	-	3.33	0	-0.3	0
1	서상우	LG	0.34	58	171	159	29	54	8	0	6	80	22	0	0	Outfielder	2015	9	0	3	31	2	0.503	0.386	0.889	14	0.205	0.267	14	36	38	0.95	3	0.29	4.15	0.164	28.6	0.299
2	안익훈	LG	0.339	50	74	62	9	21	2	1	0	25	3	3	0	Outfielder	2015	9	0	0	10	1	0.403	0.423	0.826	3	0.133	0.143	3	18	13	1.38	0	0.9	4.18	0.065	10.4	0.291
3	박용택	LG	0.326	128	533	487	66	159	28	2	18	245	83	1	7	Outfielder	2015	34	1	4	73	12	0.503	0.37	0.873	50	0.357	0	48	127	135	0.94	10	0.47	3.77	0.177	85.3	0.292
4	임훈	LG	0.278	88	296	252	44	70	12	1	1	87	24	7	2	Outfielder	2015	26	0	9	44	5	0.345	0.363	0.708	17	0.241	0.182	14	73	67	1.09	0	0.59	3.7	0.067	33.4	0.25
5	이민재	LG	0.267	28	34	30	6	8	1	0	0	9	4	1	1	Outfielder	2015	1	0	1	8	0	0.3	0.303	0.603	1	0.286	0	1	8	7	1.14	0	0.13	3.68	0.033	2.9	0.211
6	이진영	LG	0.256	103	350	301	32	77	5	1	9	111	39	2	2	Outfielder	2015	42	4	3	55	10	0.369	0.351	0.72	17	0.25	0.118	15	87	84	1.04	6	0.76	3.89	0.113	39.1	0.25
7	김용의	LG	0.251	71	199	171	30	43	5	1	0	50	15	3	0	Outfielder	2015	22	1	3	38	3	0.292	0.347	0.639	10	0.261	0.462	6	51	39	1.31	1	0.58	4.11	0.041	18.8	0.229
8	채은성	LG	0.249	90	198	173	25	43	11	2	4	70	20	3	3	Outfielder	2015	14	1	5	39	4	0.405	0.318	0.723	7	0.239	0.231	17	56	38	1.47	2	0.36	3.94	0.156	22.4	0.244
